Time from start of file(), Time from initialisation(), Time from start of region(), Time(hh:mm:ss), Time(s), Seconds from midnight Sunday(), Latitude(deg), Longitude(deg), Altitude(m), Distance horizontal(m), Velocity forward(m/s), Velocity lateral(m/s), Velocity down(m/s), Speed horizontal(m/s), Number of GPS satellites used(), GPS position mode(), GPS velocity mode(), GPS dual antenna attitude mode(), Heading(deg), Pitch(deg), Roll(deg), Slip angle(deg), Angular rate forward(deg/s), Angular rate lateral(), Angular rate down(deg/s), Angular rate Xv(deg/s), Angular rate Yv(deg/s), Angular rate Zv(deg/s), Acceleration forward(m/s²), Acceleration lateral(m/s²), Acceleration down(m/s²), Acceleration Xv(m/s²), Acceleration Yv(m/s²), Acceleration Zv(m/s²)
17.24,0,17.232, 2021/07/20 18:25:53.240 PM,1310840753,239153.24,37.42922366,-122.1843698,40.098,0,0,0,0.12,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.83,1.4,0.28,0,0,0,-10.927,-0.369,0.877
17.248,0,17.24, 2021/07/20 18:25:53.248 PM,1310840753,239153.248,37.42922366,-122.1843698,40.098,0,0,0,0.12,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,2.06,1.2,0.59,0,0,0,-10.966,-0.096,0.03
17.26,0,17.252, 2021/07/20 18:25:53.260 PM,1310840753,239153.26,37.42922366,-122.1843698,40.098,0,0,0,0.12,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,2.37,1.15,-1.09,0,0,0,-11.239,-0.023,0.675
17.268,0,17.26, 2021/07/20 18:25:53.268 PM,1310840753,239153.268,37.42922366,-122.1843698,40.098,0,0,0,0.12,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.84,0.75,-0.05,0,0,0,-10.899,-0.566,0.063
17.28,0,17.272, 2021/07/20 18:25:53.280 PM,1310840753,239153.28,37.42922366,-122.1843698,40.098,0,0,0,0.12,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.96,1.18,-0.62,0,0,0,-10.79,0.035,0.381
17.288,0,17.28, 2021/07/20 18:25:53.288 PM,1310840753,239153.288,37.42922366,-122.1843698,40.098,0,0,0,0.12,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,2.85,-0.11,-0.47,0,0,0,-10.938,0.355,0.383
17.3,0,17.292, 2021/07/20 18:25:53.300 PM,1310840753,239153.3,37.42922366,-122.1843698,40.098,0,0,0,0.12,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.98,-0.31,-0.19,0,0,0,-11.106,0.05,0.089
17.308,0,17.3, 2021/07/20 18:25:53.308 PM,1310840753,239153.308,37.42922366,-122.1843698,40.098,0,0,0,0.12,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,2.16,-0.2,1.05,0,0,0,-10.44,-1.145,0.192
17.32,0,17.312, 2021/07/20 18:25:53.320 PM,1310840753,239153.32,37.42922366,-122.1843698,40.098,0,0,0,0.26,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,3.08,-0.52,3.55,0,0,0,-10.514,-0.333,0.41
17.328,0,17.32, 2021/07/20 18:25:53.328 PM,1310840753,239153.328,37.42922366,-122.1843698,40.098,0,0,0,0.26,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,2.95,-0.75,3.68,0,0,0,-9.649,0.156,0.392
17.34,0,17.332, 2021/07/20 18:25:53.340 PM,1310840753,239153.34,37.42922366,-122.1843698,40.098,0,0,0,0.26,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.78,-0.04,4.53,0,0,0,-9.667,0.05,0.679
17.348,0,17.34, 2021/07/20 18:25:53.348 PM,1310840753,239153.348,37.42922366,-122.1843698,40.098,0,0,0,0.26,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.97,0.53,4.34,0,0,0,-9.088,0.653,0.41
17.36,0,17.352, 2021/07/20 18:25:53.360 PM,1310840753,239153.36,37.42922366,-122.1843698,40.098,0,0,0,0.26,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,2.06,0.37,2.99,0,0,0,-9.156,-0.091,0.826
17.368,0,17.36, 2021/07/20 18:25:53.368 PM,1310840753,239153.368,37.42922366,-122.1843698,40.098,0,0,0,0.26,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.9,0.87,1.89,0,0,0,-9.304,1.07,0.405
17.38,0,17.372, 2021/07/20 18:25:53.380 PM,1310840753,239153.38,37.42922366,-122.1843698,40.098,0,0,0,0.26,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,3.05,0.99,0.05,0,0,0,-9.843,1.234,0.506
17.388,0,17.38, 2021/07/20 18:25:53.388 PM,1310840753,239153.388,37.42922366,-122.1843698,40.098,0,0,0,0.26,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,2.4,1.4,-1,0,0,0,-9.3,0.053,-0.014
17.4,0,17.392, 2021/07/20 18:25:53.400 PM,1310840753,239153.4,37.42922366,-122.1843698,40.098,0,0,0,0.26,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.5,0.09,-0.7,0,0,0,-9.255,0.317,0.431
17.408,0,17.4, 2021/07/20 18:25:53.408 PM,1310840753,239153.408,37.42922366,-122.1843698,40.098,0,0,0,0.26,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,2.57,0.38,0.07,0,0,0,-9.245,0.31,0.552
17.42,0,17.412, 2021/07/20 18:25:53.420 PM,1310840753,239153.42,37.42922366,-122.1843698,40.098,0,0,0,0.26,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,2.19,0.99,0.44,0,0,0,-9.412,0.915,-0.019
17.428,0,17.42, 2021/07/20 18:25:53.428 PM,1310840753,239153.428,37.42922366,-122.1843698,40.098,0,0,0,0.26,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.57,0.78,1.09,0,0,0,-9.257,0.306,0.515
17.44,0,17.432, 2021/07/20 18:25:53.440 PM,1310840753,239153.44,37.42922366,-122.1843698,40.098,0,0,0,0.26,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.15,0.36,1.39,0,0,0,-9.417,0.87,0.415
17.448,0,17.44, 2021/07/20 18:25:53.448 PM,1310840753,239153.448,37.42922366,-122.1843698,40.098,0,0,0,0.26,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.2,0.77,1.64,0,0,0,-9.037,0.494,0.403
17.46,0,17.452, 2021/07/20 18:25:53.460 PM,1310840753,239153.46,37.42922366,-122.1843698,40.098,0,0,0,0.26,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.08,0.86,1.37,0,0,0,-8.878,0.332,0.656
17.468,0,17.46, 2021/07/20 18:25:53.468 PM,1310840753,239153.468,37.42922366,-122.1843698,40.098,0,0,0,0.26,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.67,0.91,1.48,0,0,0,-8.741,0.332,0.393
17.48,0,17.472, 2021/07/20 18:25:53.480 PM,1310840753,239153.48,37.42922366,-122.1843698,40.098,0,0,0,0.26,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.31,1.62,1.04,0,0,0,-8.58,0.794,0.294
17.488,0,17.48, 2021/07/20 18:25:53.488 PM,1310840753,239153.488,37.42922366,-122.1843698,40.098,0,0,0,0.26,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.07,1.58,0.53,0,0,0,-8.866,0.54,0.584
17.5,0,17.492, 2021/07/20 18:25:53.500 PM,1310840754,239153.5,37.42922366,-122.1843698,40.098,0,0,0,0.26,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.07,1.79,-0.99,0,0,0,-8.744,0.731,0.554
17.508,0,17.5, 2021/07/20 18:25:53.508 PM,1310840754,239153.508,37.42922366,-122.1843698,40.098,0,0,0,0.26,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.08,2.65,-1.66,0,0,0,-8.677,0.425,0.178
17.52,0,17.512, 2021/07/20 18:25:53.520 PM,1310840754,239153.52,37.42922366,-122.1843698,40.098,0,0,0,0.26,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.98,2.4,-3.56,0,0,0,-9.138,0.991,0.36
17.528,0,17.52, 2021/07/20 18:25:53.528 PM,1310840754,239153.528,37.42922366,-122.1843698,40.098,0,0,0,0.26,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.09,2.28,-2.86,0,0,0,-9.209,1.028,0.309
17.54,0,17.532, 2021/07/20 18:25:53.540 PM,1310840754,239153.54,37.42922366,-122.1843698,40.098,0,0,0,0.26,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.16,2.73,-4.22,0,0,0,-9.788,0.325,0.239
17.548,0,17.54, 2021/07/20 18:25:53.548 PM,1310840754,239153.548,37.42922366,-122.1843698,40.098,0,0,0,0.26,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.17,2.04,-3.73,0,0,0,-9.646,0.66,0.299
17.56,0,17.552, 2021/07/20 18:25:53.560 PM,1310840754,239153.56,37.42922366,-122.1843698,40.098,0,0,0,0.26,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.41,2.48,-4.19,0,0,0,-9.719,0.368,0.301
17.568,0,17.56, 2021/07/20 18:25:53.568 PM,1310840754,239153.568,37.42922366,-122.1843698,40.098,0,0,0,0.26,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.19,2.35,-3.77,0,0,0,-9.264,0.418,0.16
17.58,0,17.572, 2021/07/20 18:25:53.580 PM,1310840754,239153.58,37.42925313,-122.1843687,40.211,0,0,0,0.51,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.45,2.07,-4.09,0,0,0,-9.529,0.918,0.081
17.588,0,17.58, 2021/07/20 18:25:53.588 PM,1310840754,239153.588,37.42925313,-122.1843687,40.211,0,0,0,0.51,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.65,2.29,-4.94,0,0,0,-9.272,1.212,0.556
17.6,0,17.592, 2021/07/20 18:25:53.600 PM,1310840754,239153.6,37.42925313,-122.1843687,40.211,0,0,0,0.51,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.49,2.84,-5.59,0,0,0,-9.458,0.875,-0.262
17.608,0,17.6, 2021/07/20 18:25:53.608 PM,1310840754,239153.608,37.42925313,-122.1843687,40.211,0,0,0,0.51,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.95,2.99,-7.63,0,0,0,-10.032,-0.711,0.498
17.62,0,17.612, 2021/07/20 18:25:53.620 PM,1310840754,239153.62,37.42925313,-122.1843687,40.211,0,0,0,0.12,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.11,1.73,-6.77,0,0,0,-10.451,-0.053,-0.047
17.628,0,17.62, 2021/07/20 18:25:53.628 PM,1310840754,239153.628,37.42925313,-122.1843687,40.211,0,0,0,0.12,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.84,1.89,-5.33,0,0,0,-10.732,-0.683,0.438
17.64,0,17.632, 2021/07/20 18:25:53.640 PM,1310840754,239153.64,37.42925313,-122.1843687,40.211,0,0,0,0.12,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.92,0.26,-3.78,0,0,0,-11.238,-0.75,0.72
17.648,0,17.64, 2021/07/20 18:25:53.648 PM,1310840754,239153.648,37.42925313,-122.1843687,40.211,0,0,0,0.12,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.88,-0.51,-1.74,0,0,0,-11.754,-0.92,-0.273
17.66,0,17.652, 2021/07/20 18:25:53.660 PM,1310840754,239153.66,37.42925313,-122.1843687,40.211,0,0,0,0.12,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.17,-1.69,-0.94,0,0,0,-11.344,-1.185,0.522
17.668,0,17.66, 2021/07/20 18:25:53.668 PM,1310840754,239153.668,37.42925313,-122.1843687,40.211,0,0,0,0.12,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.67,-1.95,-0.7,0,0,0,-11.648,-0.428,-0.198
17.68,0,17.672, 2021/07/20 18:25:53.680 PM,1310840754,239153.68,37.42925313,-122.1843687,40.211,0,0,0,0.12,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.26,-2.27,-1.02,0,0,0,-11.626,-0.925,0.406
17.688,0,17.68, 2021/07/20 18:25:53.688 PM,1310840754,239153.688,37.42925313,-122.1843687,40.211,0,0,0,0.12,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.36,-2.6,-0.81,0,0,0,-10.954,-0.987,0.088
17.7,0,17.692, 2021/07/20 18:25:53.700 PM,1310840754,239153.7,37.42925313,-122.1843687,40.211,0,0,0,0.12,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.73,-2.6,-1.35,0,0,0,-10.457,-0.951,0.493
17.708,0,17.7, 2021/07/20 18:25:53.708 PM,1310840754,239153.708,37.42925313,-122.1843687,40.211,0,0,0,0.12,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.84,-3.21,-0.61,0,0,0,-10.62,-0.191,0.53
17.72,0,17.712, 2021/07/20 18:25:53.720 PM,1310840754,239153.72,37.42925313,-122.1843687,40.211,0,0,0,0.3,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.53,-1.82,-0.56,0,0,0,-10.071,-0.903,0.625
17.728,0,17.72, 2021/07/20 18:25:53.728 PM,1310840754,239153.728,37.42925313,-122.1843687,40.211,0,0,0,0.3,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.92,-1.61,-0.18,0,0,0,-10.514,-0.563,0.712
17.74,0,17.732, 2021/07/20 18:25:53.740 PM,1310840754,239153.74,37.42925313,-122.1843687,40.211,0,0,0,0.3,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.95,-0.83,-0.17,0,0,0,-10.425,-0.333,0.495
17.748,0,17.74, 2021/07/20 18:25:53.748 PM,1310840754,239153.748,37.42925313,-122.1843687,40.211,0,0,0,0.3,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.33,-1.22,1.07,0,0,0,-9.96,-1.316,0.499
17.76,0,17.752, 2021/07/20 18:25:53.760 PM,1310840754,239153.76,37.42925313,-122.1843687,40.211,0,0,0,0.3,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.13,-1.52,3.13,0,0,0,-10.105,-0.401,0.872
17.768,0,17.76, 2021/07/20 18:25:53.768 PM,1310840754,239153.768,37.42925313,-122.1843687,40.211,0,0,0,0.3,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.41,0,3.35,0,0,0,-9.815,0.64,0.423
17.78,0,17.772, 2021/07/20 18:25:53.780 PM,1310840754,239153.78,37.42925313,-122.1843687,40.211,0,0,0,0.3,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.48,-0.06,2.25,0,0,0,-9.847,0.591,0.26
17.788,0,17.78, 2021/07/20 18:25:53.788 PM,1310840754,239153.788,37.42925313,-122.1843687,40.211,0,0,0,0.3,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.62,0.12,1.75,0,0,0,-9.837,-0.112,0.401
17.8,0,17.792, 2021/07/20 18:25:53.800 PM,1310840754,239153.8,37.42925313,-122.1843687,40.211,0,0,0,0.3,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.18,-0.34,0.49,0,0,0,-9.231,-0.19,0.225
17.808,0,17.8, 2021/07/20 18:25:53.808 PM,1310840754,239153.808,37.42925313,-122.1843687,40.211,0,0,0,0.3,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.54,-0.53,0.14,0,0,0,-8.876,0.467,0.207
17.82,0,17.812, 2021/07/20 18:25:53.820 PM,1310840754,239153.82,37.42925313,-122.1843687,40.211,0,0,0,0.38,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.63,0.57,-0.07,0,0,0,-9.256,0.588,0.06
17.828,0,17.82, 2021/07/20 18:25:53.828 PM,1310840754,239153.828,37.42925313,-122.1843687,40.211,0,0,0,0.38,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.66,0.13,-0.83,0,0,0,-8.837,0.367,-0.149
17.84,0,17.832, 2021/07/20 18:25:53.840 PM,1310840754,239153.84,37.42925313,-122.1843687,40.211,0,0,0,0.38,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.56,-0.41,-1.03,0,0,0,-9.107,-0.117,0.135
17.848,0,17.84, 2021/07/20 18:25:53.848 PM,1310840754,239153.848,37.42925313,-122.1843687,40.211,0,0,0,0.38,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.44,0.41,-0.58,0,0,0,-9.061,0.139,0.471
17.86,0,17.852, 2021/07/20 18:25:53.860 PM,1310840754,239153.86,37.42925313,-122.1843687,40.211,0,0,0,0.38,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.08,-0.16,1.68,0,0,0,-8.855,-0.509,0.176
17.868,0,17.86, 2021/07/20 18:25:53.868 PM,1310840754,239153.868,37.42925313,-122.1843687,40.211,0,0,0,0.38,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.76,0.03,1.28,0,0,0,-8.883,0.335,0.536
17.88,0,17.872, 2021/07/20 18:25:53.880 PM,1310840754,239153.88,37.42925313,-122.1843687,40.211,0,0,0,0.38,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.55,-0.73,0.93,0,0,0,-9.205,0.508,0.055
17.888,0,17.88, 2021/07/20 18:25:53.888 PM,1310840754,239153.888,37.42925313,-122.1843687,40.211,0,0,0,0.38,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.34,-0.21,0.87,0,0,0,-9.514,0.027,0.814
17.9,0,17.892, 2021/07/20 18:25:53.900 PM,1310840754,239153.9,37.42925313,-122.1843687,40.211,0,0,0,0.38,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.17,-0.78,-0.44,0,0,0,-9.003,-0.043,0.007
17.908,0,17.9, 2021/07/20 18:25:53.908 PM,1310840754,239153.908,37.42925313,-122.1843687,40.211,0,0,0,0.38,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.01,-1.39,0.48,0,0,0,-9.409,-0.192,0.579
17.92,0,17.912, 2021/07/20 18:25:53.920 PM,1310840754,239153.92,37.42925313,-122.1843687,40.211,0,0,0,-0.06,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.37,-0.86,0.27,0,0,0,-9.199,0.218,0.587
17.928,0,17.92, 2021/07/20 18:25:53.928 PM,1310840754,239153.928,37.42925313,-122.1843687,40.211,0,0,0,-0.06,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.42,-0.7,0.31,0,0,0,-9.542,-0.787,0.532
17.94,0,17.932, 2021/07/20 18:25:53.940 PM,1310840754,239153.94,37.42925313,-122.1843687,40.211,0,0,0,-0.06,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.26,-0.91,-0.13,0,0,0,-9.847,0.03,0.291
17.948,0,17.94, 2021/07/20 18:25:53.948 PM,1310840754,239153.948,37.42925313,-122.1843687,40.211,0,0,0,-0.06,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.67,-1.56,-0.14,0,0,0,-9.911,-0.336,0.728
17.96,0,17.952, 2021/07/20 18:25:53.960 PM,1310840754,239153.96,37.42925313,-122.1843687,40.211,0,0,0,-0.06,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.03,-1.01,0.48,0,0,0,-10.082,0.128,0.588
17.968,0,17.96, 2021/07/20 18:25:53.968 PM,1310840754,239153.968,37.42925313,-122.1843687,40.211,0,0,0,-0.06,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.05,-1.32,0.01,0,0,0,-10.409,-0.005,0.199
17.98,0,17.972, 2021/07/20 18:25:53.980 PM,1310840754,239153.98,37.42925313,-122.1843687,40.211,0,0,0,-0.06,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.29,-0.61,-0.06,0,0,0,-10.171,-0.323,0.099
17.988,0,17.98, 2021/07/20 18:25:53.988 PM,1310840754,239153.988,37.42925313,-122.1843687,40.211,0,0,0,-0.06,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.97,-0.34,-0.32,0,0,0,-9.793,0.116,0.433
18,0,17.992, 2021/07/20 18:25:54.000 PM,1310840754,239154,37.42925313,-122.1843687,40.211,0,0,0,-0.06,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.28,-0.21,0.2,0,0,0,-10.223,-0.338,0.269
18.008,0,18, 2021/07/20 18:25:54.008 PM,1310840754,239154.008,37.42925313,-122.1843687,40.211,0,0,0,-0.06,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.03,-0.42,1.2,0,0,0,-9.981,0.094,0.756
18.02,0,18.012, 2021/07/20 18:25:54.020 PM,1310840754,239154.02,37.42925313,-122.1843687,40.211,0,0,0,-0.06,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.46,-0.52,-0.77,0,0,0,-10.046,0.217,0.241
18.028,0,18.02, 2021/07/20 18:25:54.028 PM,1310840754,239154.028,37.42925313,-122.1843687,40.211,0,0,0,-0.06,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.14,0.39,-0.12,0,0,0,-10.371,0.254,0.744
18.04,0,18.032, 2021/07/20 18:25:54.040 PM,1310840754,239154.04,37.42925313,-122.1843687,40.211,0,0,0,-0.06,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.59,0.31,0,0,0,0,-9.99,-0.283,0.61
18.048,0,18.04, 2021/07/20 18:25:54.048 PM,1310840754,239154.048,37.42925313,-122.1843687,40.211,0,0,0,-0.06,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.63,0.64,-0.48,0,0,0,-9.573,-0.318,0.395
18.06,0,18.052, 2021/07/20 18:25:54.060 PM,1310840754,239154.06,37.42925313,-122.1843687,40.211,0,0,0,-0.06,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.53,0.56,-0.16,0,0,0,-9.952,0.422,0.377
18.068,0,18.06, 2021/07/20 18:25:54.068 PM,1310840754,239154.068,37.42925313,-122.1843687,40.211,0,0,0,-0.06,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.99,0.56,-0.35,0,0,0,-9.617,0.609,0.332
18.08,0,18.072, 2021/07/20 18:25:54.080 PM,1310840754,239154.08,37.42925313,-122.1843687,40.211,0,0,0,-0.06,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.21,0.68,-1.3,0,0,0,-9.934,-0.361,0.194
18.088,0,18.08, 2021/07/20 18:25:54.088 PM,1310840754,239154.088,37.42928252,-122.1843672,40.32,0,0,0,-0.06,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.06,1.22,-1.65,0,0,0,-9.859,0.298,0.585
18.1,0,18.092, 2021/07/20 18:25:54.100 PM,1310840754,239154.1,37.42928252,-122.1843672,40.32,0,0,0,0.22,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.94,0.41,-1.84,0,0,0,-9.935,-0.229,0.11
18.108,0,18.1, 2021/07/20 18:25:54.108 PM,1310840754,239154.108,37.42928252,-122.1843672,40.32,0,0,0,0.22,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.46,-0.28,-1.76,0,0,0,-9.986,0.327,0.503
18.12,0,18.112, 2021/07/20 18:25:54.120 PM,1310840754,239154.12,37.42928252,-122.1843672,40.32,0,0,0,0.64,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.46,0.23,-2.31,0,0,0,-10.355,0.327,0.046
18.128,0,18.12, 2021/07/20 18:25:54.128 PM,1310840754,239154.128,37.42928252,-122.1843672,40.32,0,0,0,0.64,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.25,-1.01,-2.29,0,0,0,-10.191,-0.288,0.138
18.14,0,18.132, 2021/07/20 18:25:54.140 PM,1310840754,239154.14,37.42928252,-122.1843672,40.32,0,0,0,0.64,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.57,-1.59,-1.86,0,0,0,-9.865,0.034,0.12
18.148,0,18.14, 2021/07/20 18:25:54.148 PM,1310840754,239154.148,37.42928252,-122.1843672,40.32,0,0,0,0.64,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.09,-1.12,-0.96,0,0,0,-9.74,-0.338,0.272
18.16,0,18.152, 2021/07/20 18:25:54.160 PM,1310840754,239154.16,37.42928252,-122.1843672,40.32,0,0,0,0.64,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.26,-2.19,-1.12,0,0,0,-9.638,-0.355,0.584
18.168,0,18.16, 2021/07/20 18:25:54.168 PM,1310840754,239154.168,37.42928252,-122.1843672,40.32,0,0,0,0.64,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.99,-1.87,0.27,0,0,0,-9.113,-0.098,0.436
18.18,0,18.172, 2021/07/20 18:25:54.180 PM,1310840754,239154.18,37.42928252,-122.1843672,40.32,0,0,0,0.64,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.19,-1.39,0.48,0,0,0,-9.32,0.018,0.487
18.188,0,18.18, 2021/07/20 18:25:54.188 PM,1310840754,239154.188,37.42928252,-122.1843672,40.32,0,0,0,0.64,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.86,-1.12,0.56,0,0,0,-9.247,-0.516,0.861
18.2,0,18.192, 2021/07/20 18:25:54.200 PM,1310840754,239154.2,37.42928252,-122.1843672,40.32,0,0,0,0.64,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.69,-0.6,-0.22,0,0,0,-8.982,-0.322,0.409
18.208,0,18.2, 2021/07/20 18:25:54.208 PM,1310840754,239154.208,37.42928252,-122.1843672,40.32,0,0,0,0.64,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,2.04,-0.42,-0.06,0,0,0,-9.182,-0.239,1.054
18.22,0,18.212, 2021/07/20 18:25:54.220 PM,1310840754,239154.22,37.42928252,-122.1843672,40.32,0,0,0,0.22,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1,-0.12,0.13,0,0,0,-9.22,0.044,0.497
18.228,0,18.22, 2021/07/20 18:25:54.228 PM,1310840754,239154.228,37.42928252,-122.1843672,40.32,0,0,0,0.22,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.03,0.32,0.23,0,0,0,-9.367,-0.613,0.765
18.24,0,18.232, 2021/07/20 18:25:54.240 PM,1310840754,239154.24,37.42928252,-122.1843672,40.32,0,0,0,0.22,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.87,0.4,0.36,0,0,0,-10.046,-0.328,0.446
18.248,0,18.24, 2021/07/20 18:25:54.248 PM,1310840754,239154.248,37.42928252,-122.1843672,40.32,0,0,0,0.22,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.49,0.96,0.37,0,0,0,-9.567,-0.288,0.631
