Time from start of file(), Time from initialisation(), Time from start of region(), Time(hh:mm:ss), Time(s), Seconds from midnight Sunday(), Latitude(deg), Longitude(deg), Altitude(m), Distance horizontal(m), Velocity forward(m/s), Velocity lateral(m/s), Velocity down(m/s), Speed horizontal(m/s), Number of GPS satellites used(), GPS position mode(), GPS velocity mode(), GPS dual antenna attitude mode(), Heading(deg), Pitch(deg), Roll(deg), Slip angle(deg), Angular rate forward(deg/s), Angular rate lateral(), Angular rate down(deg/s), Angular rate Xv(deg/s), Angular rate Yv(deg/s), Angular rate Zv(deg/s), Acceleration forward(m/s²), Acceleration lateral(m/s²), Acceleration down(m/s²), Acceleration Xv(m/s²), Acceleration Yv(m/s²), Acceleration Zv(m/s²)
82.62,0,82.612, 2021/07/20 18:26:58.620 PM,1310840819,239218.62,37.42996586,-122.1840346,-57.769,0,0,0,0.12,0,6, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.28,-0.28,-0.75,0,0,0,-9.787,-0.013,-0.098
82.628,0,82.62, 2021/07/20 18:26:58.628 PM,1310840819,239218.628,37.42996586,-122.1840346,-57.769,0,0,0,0.12,0,6, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.3,-0.58,0.02,0,0,0,-9.751,-0.078,-0.01
82.64,0,82.632, 2021/07/20 18:26:58.640 PM,1310840819,239218.64,37.42996586,-122.1840346,-57.769,0,0,0,0.12,0,6, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.24,-0.13,0.2,0,0,0,-9.762,-0.033,-0.079
82.648,0,82.64, 2021/07/20 18:26:58.648 PM,1310840819,239218.648,37.42996586,-122.1840346,-57.769,0,0,0,0.12,0,6, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.25,0.13,-0.25,0,0,0,-9.803,-0.027,-0.143
82.66,0,82.652, 2021/07/20 18:26:58.660 PM,1310840819,239218.66,37.42996586,-122.1840346,-57.769,0,0,0,0.12,0,6, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.62,-0.22,-0.67,0,0,0,-9.794,-0.011,-0.085
82.668,0,82.66, 2021/07/20 18:26:58.668 PM,1310840819,239218.668,37.42996586,-122.1840346,-57.769,0,0,0,0.12,0,6, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0,-0.6,0.91,0,0,0,-9.731,-0.048,-0.078
82.68,0,82.672, 2021/07/20 18:26:58.680 PM,1310840819,239218.68,37.42996586,-122.1840346,-57.769,0,0,0,0.12,0,6, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.07,-0.64,-0.79,0,0,0,-9.791,0.005,-0.082
82.688,0,82.68, 2021/07/20 18:26:58.688 PM,1310840819,239218.688,37.42996586,-122.1840346,-57.769,0,0,0,0.12,0,6, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.26,-0.3,0.23,0,0,0,-9.739,0.02,-0.108
82.7,0,82.692, 2021/07/20 18:26:58.700 PM,1310840819,239218.7,37.42996586,-122.1840346,-57.769,0,0,0,0.12,0,6, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.09,-0.64,-0.84,0,0,0,-9.806,0.027,-0.107
82.708,0,82.7, 2021/07/20 18:26:58.708 PM,1310840819,239218.708,37.42996586,-122.1840346,-57.769,0,0,0,0.12,0,6, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.28,0.02,-0.23,0,0,0,-9.802,-0.01,-0.093
82.72,0,82.712, 2021/07/20 18:26:58.720 PM,1310840819,239218.72,37.42996586,-122.1840346,-57.769,0,0,0,-0.18,0,6, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.54,-0.09,-0.55,0,0,0,-9.807,-0.05,-0.044
82.728,0,82.72, 2021/07/20 18:26:58.728 PM,1310840819,239218.728,37.42996586,-122.1840346,-57.769,0,0,0,-0.18,0,6, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.83,-0.49,0.04,0,0,0,-9.799,-0.001,-0.138
82.74,0,82.732, 2021/07/20 18:26:58.740 PM,1310840819,239218.74,37.42996586,-122.1840346,-57.769,0,0,0,-0.18,0,6, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.41,-0.16,-0.09,0,0,0,-9.774,-0.001,-0.102
82.748,0,82.74, 2021/07/20 18:26:58.748 PM,1310840819,239218.748,37.42996586,-122.1840346,-57.769,0,0,0,-0.18,0,6, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.32,-0.52,-0.08,0,0,0,-9.757,-0.058,-0.033
82.76,0,82.752, 2021/07/20 18:26:58.760 PM,1310840819,239218.76,37.42996586,-122.1840346,-57.769,0,0,0,-0.18,0,6, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.84,-0.39,-0.44,0,0,0,-9.768,-0.01,-0.104
82.768,0,82.76, 2021/07/20 18:26:58.768 PM,1310840819,239218.768,37.42996586,-122.1840346,-57.769,0,0,0,-0.18,0,6, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.28,-0.05,-0.95,0,0,0,-9.814,-0.005,-0.083
82.78,0,82.772, 2021/07/20 18:26:58.780 PM,1310840819,239218.78,37.42996586,-122.1840346,-57.769,0,0,0,-0.18,0,6, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.38,-0.74,-0.39,0,0,0,-9.772,-0.01,-0.067
82.788,0,82.78, 2021/07/20 18:26:58.788 PM,1310840819,239218.788,37.42996586,-122.1840346,-57.769,0,0,0,-0.18,0,6, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.06,-0.07,-0.34,0,0,0,-9.78,-0.053,-0.08
82.8,0,82.792, 2021/07/20 18:26:58.800 PM,1310840819,239218.8,37.42996586,-122.1840346,-57.769,0,0,0,-0.18,0,6, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.3,0,-0.44,0,0,0,-9.805,-0.033,-0.109
82.808,0,82.8, 2021/07/20 18:26:58.808 PM,1310840819,239218.808,37.42996586,-122.1840346,-57.769,0,0,0,-0.18,0,6, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.93,-0.14,-0.12,0,0,0,-9.784,-0.02,-0.118
82.82,0,82.812, 2021/07/20 18:26:58.820 PM,1310840819,239218.82,37.42996586,-122.1840346,-57.769,0,0,0,0.64,0,6, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.25,-0.65,0.21,0,0,0,-9.751,-0.052,-0.034
82.828,0,82.82, 2021/07/20 18:26:58.828 PM,1310840819,239218.828,37.42996586,-122.1840346,-57.769,0,0,0,0.64,0,6, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.12,-0.3,-0.11,0,0,0,-9.756,0.016,-0.105
82.84,0,82.832, 2021/07/20 18:26:58.840 PM,1310840819,239218.84,37.42996586,-122.1840346,-57.769,0,0,0,0.64,0,6, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.31,0.03,0.08,0,0,0,-9.779,-0.018,-0.11
82.848,0,82.84, 2021/07/20 18:26:58.848 PM,1310840819,239218.848,37.42996586,-122.1840346,-57.769,0,0,0,0.64,0,6, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1,0.06,-0.33,0,0,0,-9.803,0.014,-0.173
82.86,0,82.852, 2021/07/20 18:26:58.860 PM,1310840819,239218.86,37.42996586,-122.1840346,-57.769,0,0,0,0.64,0,6, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.97,-0.8,-1.01,0,0,0,-9.797,0.027,-0.089
82.868,0,82.86, 2021/07/20 18:26:58.868 PM,1310840819,239218.868,37.42996586,-122.1840346,-57.769,0,0,0,0.64,0,6, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.41,-0.3,-0.43,0,0,0,-9.773,0.004,-0.059
82.88,0,82.872, 2021/07/20 18:26:58.880 PM,1310840819,239218.88,37.42996586,-122.1840346,-57.769,0,0,0,0.64,0,6, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.79,-0.18,-0.51,0,0,0,-9.773,-0.005,-0.103
82.888,0,82.88, 2021/07/20 18:26:58.888 PM,1310840819,239218.888,37.42996586,-122.1840346,-57.769,0,0,0,0.64,0,6, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.96,-0.13,0.32,0,0,0,-9.802,0.023,-0.2
82.9,0,82.892, 2021/07/20 18:26:58.900 PM,1310840819,239218.9,37.42996586,-122.1840346,-57.769,0,0,0,0.64,0,6, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.68,0.25,-0.64,0,0,0,-9.83,0.014,-0.167
